CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
4/15/2020,10:38:00,01,9566 N BALTIMORE ST,SHOOTING,KNIFE,245,CENTRAL,Irvington,-76.44262,39.466803,ALLEY,1
6/24/2023,08:22:00,06,1944 N BALTIMORE ST,COMMON ASSAULT,FIREARM,689,SOUTHERN,Eastwood,-76.313555,39.434517,ALLEY,1
3/25/2023,07:27:00,08,8990 N BALTIMORE ST,HOMICIDE,KNIFE,660,SOUTHERN,Hampden,-76.38687,39.258636,ALLEY,1
1/2/2023,08:44:00,04,6837 N BALTIMORE ST,BURGLARY,NONE,472,NORTHWESTERN,Belair-Edison,-76.444335,39.323989,HOUSE,1
12/9/2022,03:25:00,04,8146 N BALTIMORE ST,ROBBERY,KNIFE,139,EASTERN,Middle East,-76.479903,39.231695,HOUSE,1
8/16/2023,12:02:00,02,4362 N BALTIMORE ST,AUTO THEFT,HANDS,104,NORTHWESTERN,Pimlico,-76.446139,39.233272,HOUSE,1
6/15/2019,05:34:00,02,5205 N BALTIMORE ST,COMMON ASSAULT,NONE,170,NORTHERN,Pigtown,-76.578193,39.361704,STREET,1
1/28/2022,06:56:00,07,1347 N BALTIMORE ST,ROBBERY,KNIFE,509,SOUTHERN,Druid Heights,-76.375445,39.206641,HOUSE,1
7/12/2021,08:11:00,07,8304 N BALTIMORE ST,COMMON ASSAULT,NONE,618,SOUTHERN,Park Heights,-76.374082,39.47747,ALLEY,1
5/26/2019,00:12:00,05,4567 N BALTIMORE ST,AUTO THEFT,HANDS,446,EASTERN,Oliver,-76.34572,39.306252,STORE,1
1/8/2019,00:54:00,02,1619 N BALTIMORE ST,AGG. ASSAULT,KNIFE,255,EASTERN,Waverly,-76.451037,39.244951,ALLEY,1
8/9/2023,21:08:00,02,7391 N BALTIMORE ST,COMMON ASSAULT,NONE,643,EASTERN,Middle East,-76.530474,39.310295,STREET,1
1/26/2022,18:12:00,05,581 N BALTIMORE ST,ROBBERY,NONE,799,SOUTHERN,Morrell Park,-76.324384,39.308213,STREET,1
12/26/2022,08:54:00,01,4041 N BALTIMORE ST,BURGLARY,HANDS,675,NORTHWESTERN,Upton,-76.518397,39.461482,STORE,1
1/23/2019,13:11:00,08,9445 N BALTIMORE ST,AUTO THEFT,HANDS,826,EASTERN,Homeland,-76.562766,39.44339,HOUSE,1
12/13/2023,13:36:00,06,4911 N BALTIMORE ST,ASSAULT,FIREARM,859,SOUTHERN,Pigtown,-76.374528,39.342794,HOUSE,1
8/11/2020,05:32:00,01,296 N BALTIMORE ST,ROBBERY,NONE,860,EASTERN,Mount Washington,-76.333302,39.46638,STREET,1
5/10/2020,14:37:00,05,5325 N BALTIMORE ST,ASSAULT,KNIFE,420,EASTERN,Clifton Park,-76.397753,39.444834,ALLEY,1
7/9/2020,23:32:00,08,1592 N BALTIMORE ST,LARCENY,FIREARM,192,NORTHWESTERN,Berea,-76.466513,39.339537,STREET,1
5/21/2023,20:21:00,08,6736 N BALTIMORE ST,ROBBERY,KNIFE,141,CENTRAL,Belair-Edison,-76.34307,39.462187,HOUSE,1
12/28/2019,09:11:00,04,5234 N BALTIMORE ST,AUTO THEFT,KNIFE,654,SOUTHERN,Berea,-76.539402,39.26398,ALLEY,1
12/12/2022,12:42:00,08,9500 N BALTIMORE ST,HOMICIDE,FIREARM,775,WESTERN,Eastwood,-76.537564,39.475491,STORE,1
5/21/2022,14:45:00,08,1670 N BALTIMORE ST,ROBBERY,HANDS,630,SOUTHERN,Roland Park,-76.43189,39.465059,STREET,1
1/22/2022,16:50:00,05,1295 N BALTIMORE ST,LARCENY,NONE,845,WESTERN,Homeland,-76.426943,39.234798,STORE,1
7/9/2021,08:24:00,02,1788 N BALTIMORE ST,HOMICIDE,KNIFE,161,NORTHEASTERN,Druid Heights,-76.372525,39.337243,HOUSE,1
8/7/2021,23:52:00,09,9055 N BALTIMORE ST,AUTO THEFT,KNIFE,346,CENTRAL,Cherry Hill,-76.450887,39.416484,STORE,1
8/1/2022,01:30:00,09,9283 N BALTIMORE ST,ROBBERY,KNIFE,448,WESTERN,Westport,-76.527325,39.3003,STREET,1
1/18/2023,05:48:00,03,6754 N BALTIMORE ST,SHOOTING,FIREARM,729,NORTHEASTERN,Cherry Hill,-76.47727,39.32176,STREET,1
6/24/2022,06:35:00,04,9456 N BALTIMORE ST,AUTO THEFT,NONE,164,WESTERN,Belair-Edison,-76.47704,39.320753,ALLEY,1
1/7/2019,21:47:00,08,257 N BALTIMORE ST,LARCENY,NONE,147,NORTHERN,Druid Heights,-76.356777,39.346225,STREET,1
12/14/2023,22:45:00,07,9603 N BALTIMORE ST,COMMON ASSAULT,KNIFE,137,CENTRAL,Middle East,-76.450387,39.452196,STREET,1
5/17/2020,08:38:00,03,7230 N BALTIMORE ST,SHOOTING,HANDS,653,WESTERN,Morrell Park,-76.467923,39.32281,ALLEY,1
1/28/2021,15:51:00,05,4507 N BALTIMORE ST,AUTO THEFT,NONE,424,EASTERN,Irvington,-76.467507,39.328121,STORE,1
2/25/2021,19:32:00,03,8327 N BALTIMORE ST,ROBBERY,NONE,700,CENTRAL,Pimlico,-76.518566,39.342989,HOUSE,1
4/10/2019,10:48:00,03,2543 N BALTIMORE ST,LARCENY,KNIFE,547,NORTHERN,Sandtown-Winchester,-76.307509,39.319161,ALLEY,1
12/13/2020,21:57:00,05,5757 N BALTIMORE ST,ASSAULT,HANDS,553,NORTHWESTERN,Harlem Park,-76.533196,39.203033,STREET,1
1/24/2021,12:14:00,06,1517 N BALTIMORE ST,AGG. ASSAULT,HANDS,250,NORTHERN,Johnston Square,-76.405811,39.281529,STORE,1
2/5/2021,10:45:00,09,3378 N BALTIMORE ST,SHOOTING,FIREARM,163,EASTERN,Guilford,-76.383963,39.307448,ALLEY,1
10/7/2022,06:08:00,08,7218 N BALTIMORE ST,COMMON ASSAULT,KNIFE,364,CENTRAL,Govans,-76.561144,39.359837,HOUSE,1
9/8/2020,14:08:00,04,8247 N BALTIMORE ST,ASSAULT,KNIFE,445,EASTERN,Pen Lucy,-76.374725,39.262369,STREET,1
12/16/2020,23:44:00,01,213 N BALTIMORE ST,HOMICIDE,HANDS,245,NORTHERN,Curtis Bay,-76.403506,39.275295,STREET,1
1/9/2022,06:12:00,04,3321 N BALTIMORE ST,ROBBERY,KNIFE,646,CENTRAL,Brooklyn,-76.515721,39.319587,STREET,1
9/21/2022,00:17:00,08,3690 N BALTIMORE ST,SHOOTING,FIREARM,706,SOUTHERN,Belair-Edison,-76.442871,39.413259,HOUSE,1
8/14/2019,18:42:00,07,8953 N BALTIMORE ST,LARCENY,NONE,402,CENTRAL,Charles Village,-76.489141,39.411806,HOUSE,1
2/12/2020,15:42:00,09,3744 N BALTIMORE ST,SHOOTING,KNIFE,545,CENTRAL,Westport,-76.51319,39.296963,ALLEY,1
4/21/2022,19:27:00,09,8772 N BALTIMORE ST,AUTO THEFT,KNIFE,369,NORTHERN,Clifton Park,-76.382252,39.239836,ALLEY,1
1/8/2023,19:29:00,08,8584 N BALTIMORE ST,COMMON ASSAULT,KNIFE,182,NORTHERN,Clifton Park,-76.391984,39.206857,ALLEY,1
6/25/2023,18:52:00,07,5759 N BALTIMORE ST,AUTO THEFT,FIREARM,797,WESTERN,Druid Heights,-76.394516,39.208956,HOUSE,1
7/24/2022,20:33:00,07,703 N BALTIMORE ST,AGG. ASSAULT,NONE,328,EASTERN,Sandtown-Winchester,-76.30286,39.348264,STORE,1
10/19/2021,21:34:00,07,4140 N BALTIMORE ST,ASSAULT,HANDS,841,NORTHERN,Upton,-76.415309,39.467173,STREET,1
3/10/2021,04:54:00,08,6344 N BALTIMORE ST,ASSAULT,KNIFE,205,WESTERN,Curtis Bay,-76.502424,39.369794,STORE,1
5/7/2022,18:43:00,07,3833 N BALTIMORE ST,BURGLARY,HANDS,710,CENTRAL,Curtis Bay,-76.513291,39.260319,HOUSE,1
7/12/2021,13:49:00,06,3350 N BALTIMORE ST,ROBBERY,NONE,159,NORTHERN,Park Heights,-76.445936,39.26516,STREET,1
1/22/2019,04:47:00,08,3442 N BALTIMORE ST,AGG. ASSAULT,NONE,326,CENTRAL,Belair-Edison,-76.395131,39.491892,HOUSE,1
4/24/2022,22:52:00,03,2885 N BALTIMORE ST,COMMON ASSAULT,HANDS,617,EASTERN,Guilford,-76.464395,39.369284,STREET,1
1/26/2022,03:37:00,02,646 N BALTIMORE ST,LARCENY,HANDS,661,CENTRAL,Greenmount West,-76.444181,39.318899,STREET,1
12/5/2020,13:19:00,05,7428 N BALTIMORE ST,HOMICIDE,KNIFE,780,EASTERN,Guilford,-76.459291,39.307221,HOUSE,1
8/14/2019,01:50:00,01,9921 N BALTIMORE ST,COMMON ASSAULT,NONE,199,SOUTHERN,Clifton Park,-76.324463,39.287791,HOUSE,1
1/10/2019,11:48:00,08,4145 N BALTIMORE ST,BURGLARY,NONE,545,WESTERN,Clifton Park,-76.31159,39.450617,HOUSE,1
12/8/2020,17:28:00,09,1033 N BALTIMORE ST,AUTO THEFT,KNIFE,613,EASTERN,Hampden,-76.316985,39.208998,HOUSE,1
2/18/2021,06:28:00,09,5063 N BALTIMORE ST,SHOOTING,NONE,192,EASTERN,Govans,-76.421975,39.476709,ALLEY,1
5/12/2020,01:38:00,07,8424 N BALTIMORE ST,AUTO THEFT,KNIFE,615,SOUTHERN,Johnston Square,-76.587827,39.247323,HOUSE,1
1/17/2020,18:41:00,07,4694 N BALTIMORE ST,AGG. ASSAULT,KNIFE,371,NORTHWESTERN,Harlem Park,-76.320898,39.289451,ALLEY,1
7/20/2023,10:11:00,02,3158 N BALTIMORE ST,ROBBERY,HANDS,498,SOUTHERN,Pimlico,-76.590342,39.27054,STORE,1
9/2/2023,06:21:00,05,6974 N BALTIMORE ST,BURGLARY,NONE,537,NORTHEASTERN,Upton,-76.599792,39.289896,STREET,1
5/15/2022,08:29:00,07,9649 N BALTIMORE ST,ROBBERY,FIREARM,536,EASTERN,Brooklyn,-76.575681,39.253226,HOUSE,1
12/19/2020,21:25:00,06,5853 N BALTIMORE ST,HOMICIDE,NONE,827,NORTHERN,Harlem Park,-76.449187,39.477858,STREET,1
1/26/2019,09:07:00,06,8638 N BALTIMORE ST,COMMON ASSAULT,KNIFE,321,WESTERN,Clifton Park,-76.488158,39.453528,STORE,1
1/4/2022,07:32:00,06,5271 N BALTIMORE ST,LARCENY,FIREARM,271,CENTRAL,Pen Lucy,-76.424164,39.435621,STORE,1
1/4/2023,00:04:00,03,4921 N BALTIMORE ST,AUTO THEFT,NONE,196,NORTHERN,Brooklyn,-76.311067,39.227793,HOUSE,1
12/21/2022,02:38:00,05,9409 N BALTIMORE ST,ROBBERY,KNIFE,510,NORTHEASTERN,Berea,-76.412358,39.417207,STREET,1
2/19/2021,03:42:00,04,9543 N BALTIMORE ST,AGG. ASSAULT,NONE,183,SOUTHERN,Roland Park,-76.4495,39.438486,STORE,1
9/1/2019,20:19:00,03,9888 N BALTIMORE ST,COMMON ASSAULT,KNIFE,869,EASTERN,Upton,-76.349327,39.487476,HOUSE,1
10/14/2019,02:09:00,04,3500 N BALTIMORE ST,ASSAULT,FIREARM,880,EASTERN,Sandtown-Winchester,-76.541586,39.372946,ALLEY,1
5/2/2023,21:03:00,04,7931 N BALTIMORE ST,ROBBERY,NONE,607,NORTHEASTERN,Belair-Edison,-76.491035,39.366701,STORE,1
5/18/2022,00:24:00,07,1840 N BALTIMORE ST,ROBBERY,KNIFE,524,CENTRAL,Belair-Edison,-76.363302,39.422197,STREET,1
7/19/2019,11:04:00,07,5310 N BALTIMORE ST,SHOOTING,FIREARM,272,NORTHWESTERN,Clifton Park,-76.56695,39.36631,STREET,1
9/3/2019,03:42:00,03,3868 N BALTIMORE ST,COMMON ASSAULT,KNIFE,160,CENTRAL,Homeland,-76.545367,39.307153,STORE,1
1/14/2020,04:14:00,02,4761 N BALTIMORE ST,AUTO THEFT,NONE,668,CENTRAL,Morrell Park,-76.402568,39.351469,STREET,1
12/13/2023,20:06:00,07,9071 N BALTIMORE ST,LARCENY,HANDS,467,NORTHEASTERN,Mount Washington,-76.590748,39.248983,STREET,1
4/26/2019,13:00:00,09,2106 N BALTIMORE ST,AGG. ASSAULT,HANDS,894,NORTHERN,Belair-Edison,-76.569034,39.406711,STREET,1
1/18/2022,22:04:00,08,1774 N BALTIMORE ST,BURGLARY,FIREARM,893,SOUTHERN,Pigtown,-76.434457,39.270826,STORE,1
5/19/2021,11:01:00,07,289 N BALTIMORE ST,AUTO THEFT,FIREARM,523,SOUTHERN,Morrell Park,-76.351691,39.407693,STORE,1
7/20/2022,17:14:00,09,5807 N BALTIMORE ST,LARCENY,NONE,364,SOUTHERN,Pigtown,-76.557502,39.494841,STREET,1
11/1/2023,09:39:00,06,7543 N BALTIMORE ST,SHOOTING,NONE,283,NORTHWESTERN,Westport,-76.505141,39.25716,HOUSE,1
10/3/2022,19:51:00,06,3298 N BALTIMORE ST,LARCENY,FIREARM,500,EASTERN,Johnston Square,-76.318554,39.490157,STORE,1
2/16/2022,09:43:00,07,8599 N BALTIMORE ST,AUTO THEFT,FIREARM,237,WESTERN,Belair-Edison,-76.310174,39.488579,STORE,1
7/3/2022,03:48:00,07,6439 N BALTIMORE ST,ASSAULT,NONE,545,WESTERN,Belair-Edison,-76.597637,39.256892,ALLEY,1
9/20/2022,20:50:00,07,8015 N BALTIMORE ST,LARCENY,FIREARM,505,NORTHERN,Pigtown,-76.489127,39.24722,STORE,1
1/6/2021,02:57:00,06,8246 N BALTIMORE ST,ASSAULT,KNIFE,188,EASTERN,Guilford,-76.38496,39.244255,ALLEY,1
6/5/2020,10:52:00,07,654 N BALTIMORE ST,LARCENY,HANDS,863,NORTHWESTERN,Pigtown,-76.348925,39.451306,HOUSE,1
8/6/2019,03:23:00,01,5662 N BALTIMORE ST,ASSAULT,FIREARM,740,EASTERN,Irvington,-76.492006,39.419645,ALLEY,1
4/24/2019,03:32:00,05,6186 N BALTIMORE ST,AGG. ASSAULT,FIREARM,437,NORTHWESTERN,Park Heights,-76.416214,39.448796,ALLEY,1
4/5/2020,04:46:00,02,208 N BALTIMORE ST,ROBBERY,KNIFE,692,CENTRAL,Westport,-76.51874,39.277443,ALLEY,1
12/21/2021,02:17:00,01,8918 N BALTIMORE ST,SHOOTING,KNIFE,371,NORTHEASTERN,Guilford,-76.3916,39.440108,ALLEY,1
8/19/2022,17:09:00,05,839 N BALTIMORE ST,ASSAULT,FIREARM,217,NORTHERN,Eastwood,-76.471875,39.359271,ALLEY,1
10/19/2022,21:57:00,09,1423 N BALTIMORE ST,HOMICIDE,FIREARM,768,NORTHWESTERN,Upton,-76.595352,39.21279,STORE,1
3/14/2021,11:29:00,09,7230 N BALTIMORE ST,COMMON ASSAULT,HANDS,470,NORTHERN,Belair-Edison,-76.44882,39.335498,HOUSE,1
3/14/2021,06:49:00,05,8329 N BALTIMORE ST,HOMICIDE,KNIFE,300,NORTHERN,Charles Village,-76.375304,39.497642,ALLEY,1
12/6/2021,04:40:00,06,3419 N BALTIMORE ST,AUTO THEFT,FIREARM,169,SOUTHERN,Park Heights,-76.330289,39.490999,ALLEY,1
1/8/2021,08:21:00,06,3874 N BALTIMORE ST,HOMICIDE,KNIFE,623,NORTHEASTERN,Berea,-76.311345,39.247651,HOUSE,1
7/13/2022,12:45:00,01,8820 N BALTIMORE ST,ASSAULT,NONE,406,EASTERN,Johnston Square,-76.503714,39.408889,STORE,1
1/21/2020,15:20:00,04,1283 N BALTIMORE ST,COMMON ASSAULT,NONE,668,CENTRAL,Upton,-76.492028,39.256875,HOUSE,1
7/5/2020,03:42:00,01,7976 N BALTIMORE ST,BURGLARY,FIREARM,363,NORTHERN,Charles Village,-76.362894,39.278998,STREET,1
1/26/2019,12:05:00,05,4788 N BALTIMORE ST,AUTO THEFT,KNIFE,705,NORTHERN,Clifton Park,-76.363464,39.379251,HOUSE,1
5/9/2022,06:13:00,02,9851 N BALTIMORE ST,SHOOTING,FIREARM,225,CENTRAL,Pimlico,-76.394942,39.308727,ALLEY,1
10/15/2021,05:39:00,07,7757 N BALTIMORE ST,LARCENY,FIREARM,125,NORTHWESTERN,Homeland,-76.374998,39.423894,HOUSE,1
10/20/2021,15:23:00,09,5931 N BALTIMORE ST,HOMICIDE,NONE,741,SOUTHERN,Curtis Bay,-76.579354,39.359205,STREET,1
7/2/2023,22:59:00,03,1994 N BALTIMORE ST,AUTO THEFT,KNIFE,611,EASTERN,Homeland,-76.417899,39.265205,STORE,1
3/16/2023,09:37:00,01,3551 N BALTIMORE ST,COMMON ASSAULT,FIREARM,264,NORTHWESTERN,Hampden,-76.549786,39.268734,HOUSE,1
8/1/2019,09:28:00,04,2027 N BALTIMORE ST,BURGLARY,KNIFE,505,WESTERN,Pigtown,-76.433327,39.292896,STORE,1
5/1/2022,14:01:00,04,6697 N BALTIMORE ST,AGG. ASSAULT,NONE,880,NORTHERN,Guilford,-76.494024,39.203757,STORE,1
3/28/2020,17:54:00,03,2068 N BALTIMORE ST,ASSAULT,KNIFE,223,CENTRAL,Govans,-76.425691,39.478379,STORE,1
8/18/2020,08:48:00,08,2289 N BALTIMORE ST,AGG. ASSAULT,HANDS,825,WESTERN,Mount Washington,-76.362867,39.379609,ALLEY,1
12/25/2021,11:41:00,07,9437 N BALTIMORE ST,ASSAULT,FIREARM,511,NORTHEASTERN,Mount Washington,-76.479734,39.489987,STREET,1
6/8/2023,03:11:00,04,4234 N BALTIMORE ST,BURGLARY,KNIFE,448,SOUTHERN,Roland Park,-76.443685,39.418101,STREET,1
7/12/2021,03:09:00,05,3070 N BALTIMORE ST,ROBBERY,FIREARM,498,WESTERN,Druid Heights,-76.375192,39.340305,STREET,1
5/18/2019,22:46:00,04,6264 N BALTIMORE ST,BURGLARY,FIREARM,185,NORTHERN,Oliver,-76.393211,39.417983,HOUSE,1
11/23/2023,11:36:00,05,2834 N BALTIMORE ST,ROBBERY,KNIFE,611,SOUTHERN,Hampden,-76.427858,39.2592,STREET,1
4/23/2022,12:21:00,08,3004 N BALTIMORE ST,SHOOTING,NONE,572,NORTHERN,Brooklyn,-76.471699,39.347711,STORE,1
6/26/2020,17:27:00,02,3518 N BALTIMORE ST,BURGLARY,FIREARM,597,WESTERN,Pimlico,-76.522948,39.378685,HOUSE,1
1/18/2023,20:34:00,05,3035 N BALTIMORE ST,AGG. ASSAULT,NONE,233,NORTHERN,Curtis Bay,-76.542403,39.382342,STREET,1
7/4/2022,11:55:00,01,643 N BALTIMORE ST,ROBBERY,FIREARM,183,NORTHERN,Eastwood,-76.532817,39.231879,HOUSE,1
5/6/2021,23:12:00,07,4214 N BALTIMORE ST,SHOOTING,KNIFE,876,NORTHEASTERN,Middle East,-76.577624,39.497847,STREET,1
7/4/2023,12:49:00,05,7641 N BALTIMORE ST,LARCENY,HANDS,743,NORTHEASTERN,Upton,-76.305769,39.397602,STREET,1
9/22/2020,00:24:00,08,9476 N BALTIMORE ST,AGG. ASSAULT,NONE,782,EASTERN,Park Heights,-76.53065,39.335627,STREET,1
2/2/2022,05:48:00,04,7605 N BALTIMORE ST,ASSAULT,NONE,412,CENTRAL,Morrell Park,-76.532884,39.252035,HOUSE,1
10/19/2022,14:10:00,05,6048 N BALTIMORE ST,SHOOTING,FIREARM,780,NORTHERN,Middle East,-76.346725,39.393681,HOUSE,1
10/7/2022,05:49:00,08,7749 N BALTIMORE ST,LARCENY,FIREARM,218,CENTRAL,Hampden,-76.395613,39.292476,STREET,1
4/21/2022,05:46:00,07,175 N BALTIMORE ST,AGG. ASSAULT,HANDS,516,EASTERN,Homeland,-76.447484,39.406358,STORE,1
9/11/2019,21:38:00,08,3384 N BALTIMORE ST,AUTO THEFT,NONE,590,NORTHEASTERN,Charles Village,-76.341402,39.445357,HOUSE,1
7/9/2020,08:56:00,08,936 N BALTIMORE ST,ASSAULT,NONE,305,NORTHWESTERN,Homeland,-76.554886,39.318684,STORE,1
10/13/2021,08:47:00,06,8590 N BALTIMORE ST,SHOOTING,NONE,494,EASTERN,Eastwood,-76.414294,39.445779,HOUSE,1
6/12/2019,20:51:00,04,4606 N BALTIMORE ST,SHOOTING,HANDS,427,CENTRAL,Johnston Square,-76.405668,39.41507,ALLEY,1
4/15/2021,15:10:00,01,9261 N BALTIMORE ST,BURGLARY,NONE,422,NORTHEASTERN,Pigtown,-76.336452,39.392505,HOUSE,1
8/26/2020,11:17:00,09,633 N BALTIMORE ST,SHOOTING,FIREARM,483,NORTHEASTERN,Park Heights,-76.531128,39.264774,HOUSE,1
4/6/2023,23:38:00,02,4157 N BALTIMORE ST,AGG. ASSAULT,NONE,410,EASTERN,Hampden,-76.307195,39.357458,HOUSE,1
8/8/2019,14:13:00,01,4602 N BALTIMORE ST,ROBBERY,HANDS,101,NORTHERN,Waverly,-76.383487,39.315897,ALLEY,1
1/11/2021,03:02:00,03,6778 N BALTIMORE ST,AUTO THEFT,KNIFE,645,CENTRAL,Waverly,-76.464413,39.374428,ALLEY,1
8/9/2022,20:27:00,05,6556 N BALTIMORE ST,AGG. ASSAULT,FIREARM,353,SOUTHERN,Brooklyn,-76.534477,39.457134,ALLEY,1
10/20/2020,15:16:00,02,5599 N BALTIMORE ST,ASSAULT,FIREARM,825,EASTERN,Roland Park,-76.313522,39.37267,STREET,1
3/21/2019,15:27:00,01,8012 N BALTIMORE ST,HOMICIDE,FIREARM,798,NORTHEASTERN,Harlem Park,-76.337844,39.298369,STORE,1
10/15/2021,15:36:00,08,3412 N BALTIMORE ST,HOMICIDE,KNIFE,341,WESTERN,Westport,-76.341087,39.206518,STREET,1
6/15/2020,20:23:00,05,7850 N BALTIMORE ST,HOMICIDE,KNIFE,449,SOUTHERN,Pigtown,-76.593122,39.442569,HOUSE,1
7/2/2020,05:48:00,08,575 N BALTIMORE ST,AGG. ASSAULT,NONE,442,NORTHERN,Eastwood,-76.470186,39.341134,STORE,1
11/4/2023,05:38:00,03,4018 N BALTIMORE ST,AGG. ASSAULT,FIREARM,323,CENTRAL,Upton,-76.429004,39.238213,STORE,1
10/21/2021,18:33:00,05,1778 N BALTIMORE ST,COMMON ASSAULT,KNIFE,610,SOUTHERN,Johnston Square,-76.476632,39.350165,STREET,1
1/16/2023,18:04:00,01,6726 N BALTIMORE ST,AUTO THEFT,FIREARM,130,CENTRAL,Park Heights,-76.354399,39.280198,STORE,1
4/25/2023,17:43:00,05,7331 N BALTIMORE ST,HOMICIDE,HANDS,624,EASTERN,Harlem Park,-76.309304,39.441659,ALLEY,1
8/7/2021,13:59:00,06,4765 N BALTIMORE ST,LARCENY,HANDS,368,WESTERN,Pigtown,-76.413943,39.343763,STREET,1
2/28/2020,14:35:00,09,4111 N BALTIMORE ST,AGG. ASSAULT,HANDS,351,NORTHEASTERN,Irvington,-76.378193,39.224812,STORE,1
12/20/2021,16:53:00,05,4377 N BALTIMORE ST,BURGLARY,FIREARM,664,WESTERN,Guilford,-76.43141,39.371761,HOUSE,1
1/7/2020,05:40:00,01,7655 N BALTIMORE ST,AUTO THEFT,NONE,105,WESTERN,Guilford,-76.346578,39.447455,ALLEY,1
1/4/2023,23:23:00,03,3486 N BALTIMORE ST,LARCENY,KNIFE,721,WESTERN,Greenmount West,-76.315726,39.397519,STORE,1
1/20/2020,05:58:00,04,5969 N BALTIMORE ST,AGG. ASSAULT,HANDS,371,NORTHWESTERN,Govans,-76.309284,39.493541,STREET,1
2/26/2023,11:17:00,01,3049 N BALTIMORE ST,SHOOTING,KNIFE,267,WESTERN,Johnston Square,-76.592273,39.243791,HOUSE,1
6/1/2023,00:18:00,03,3384 N BALTIMORE ST,ROBBERY,KNIFE,816,NORTHEASTERN,Brooklyn,-76.588305,39.499013,STORE,1
1/10/2020,16:55:00,02,633 N BALTIMORE ST,COMMON ASSAULT,FIREARM,454,WESTERN,Hampden,-76.510803,39.286365,STORE,1
8/25/2021,15:38:00,08,3451 N BALTIMORE ST,HOMICIDE,KNIFE,377,WESTERN,Brooklyn,-76.350692,39.298852,HOUSE,1
6/28/2019,02:34:00,03,8062 N BALTIMORE ST,ASSAULT,KNIFE,883,WESTERN,Curtis Bay,-76.445434,39.241425,HOUSE,1
6/28/2023,03:32:00,06,3125 N BALTIMORE ST,AUTO THEFT,HANDS,762,NORTHWESTERN,Mount Washington,-76.459889,39.325641,STREET,1
1/8/2023,01:59:00,09,2130 N BALTIMORE ST,AGG. ASSAULT,HANDS,410,SOUTHERN,Park Heights,-76.521459,39.350542,STORE,1
1/27/2021,22:48:00,05,8496 N BALTIMORE ST,HOMICIDE,HANDS,699,CENTRAL,Druid Heights,-76.378165,39.465433,HOUSE,1
10/5/2023,20:16:00,05,6771 N BALTIMORE ST,BURGLARY,FIREARM,343,NORTHEASTERN,Guilford,-76.324765,39.208029,STORE,1
6/20/2021,22:51:00,04,6133 N BALTIMORE ST,AUTO THEFT,FIREARM,163,SOUTHERN,Irvington,-76.447663,39.413542,ALLEY,1
5/15/2021,14:40:00,08,8179 N BALTIMORE ST,BURGLARY,HANDS,688,EASTERN,Johnston Square,-76.337836,39.310981,STREET,1
8/5/2023,09:47:00,04,8005 N BALTIMORE ST,SHOOTING,FIREARM,117,NORTHWESTERN,Belair-Edison,-76.451962,39.413208,HOUSE,1
5/18/2023,09:36:00,07,7666 N BALTIMORE ST,BURGLARY,FIREARM,546,SOUTHERN,Roland Park,-76.472089,39.259243,HOUSE,1
2/5/2022,10:23:00,04,5728 N BALTIMORE ST,LARCENY,KNIFE,895,EASTERN,Waverly,-76.464879,39.334025,STREET,1
3/25/2019,04:31:00,03,8008 N BALTIMORE ST,AGG. ASSAULT,HANDS,302,SOUTHERN,Govans,-76.358419,39.482574,HOUSE,1
5/4/2020,15:58:00,01,1015 N BALTIMORE ST,AUTO THEFT,HANDS,473,CENTRAL,Druid Heights,-76.499083,39.272198,HOUSE,1
6/27/2023,11:59:00,07,3169 N BALTIMORE ST,ROBBERY,NONE,671,SOUTHERN,Pimlico,-76.313107,39.399069,ALLEY,1
12/28/2022,13:26:00,09,984 N BALTIMORE ST,HOMICIDE,HANDS,876,NORTHERN,Pimlico,-76.597666,39.496554,STREET,1
12/2/2022,09:12:00,02,7860 N BALTIMORE ST,ROBBERY,HANDS,437,WESTERN,Sandtown-Winchester,-76.395852,39.367747,ALLEY,1
8/19/2023,07:14:00,07,9209 N BALTIMORE ST,AGG. ASSAULT,FIREARM,897,CENTRAL,Upton,-76.318561,39.404495,ALLEY,1
1/17/2022,18:56:00,09,8393 N BALTIMORE ST,HOMICIDE,HANDS,761,NORTHEASTERN,Mount Washington,-76.396235,39.493856,STREET,1
4/20/2023,02:05:00,02,6152 N BALTIMORE ST,COMMON ASSAULT,KNIFE,144,SOUTHERN,Pimlico,-76.551471,39.285511,STREET,1
11/22/2020,23:15:00,04,9449 N BALTIMORE ST,AGG. ASSAULT,KNIFE,611,CENTRAL,Irvington,-76.423769,39.255482,STREET,1
9/18/2020,20:28:00,09,2878 N BALTIMORE ST,ROBBERY,KNIFE,640,CENTRAL,Eastwood,-76.510854,39.485777,STORE,1
8/14/2022,12:15:00,05,2313 N BALTIMORE ST,LARCENY,KNIFE,406,NORTHEASTERN,Middle East,-76.446249,39.227812,HOUSE,1
7/10/2022,15:17:00,03,6867 N BALTIMORE ST,BURGLARY,HANDS,130,CENTRAL,Cherry Hill,-76.522703,39.394473,ALLEY,1
8/20/2020,13:26:00,04,7347 N BALTIMORE ST,AUTO THEFT,FIREARM,799,CENTRAL,Charles Village,-76.392083,39.342311,HOUSE,1
3/10/2023,12:33:00,08,1546 N BALTIMORE ST,BURGLARY,HANDS,493,WESTERN,Pigtown,-76.355366,39.265168,HOUSE,1
